Type,StatusReason,City,Zip,state,Latitude,Longitude
INDIVIDUAL,CURRENT,WATERFORD,06385,CT,41.346273,-72.129342
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,06906,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,RIDGEFIELD,06877,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,PAWCATUCK,06379,CT,41.37389,-71.856422
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,MYSTIC,06355,CT,41.355976,-71.955882
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,BRIDGEPORT,06110,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,WEST HARTFORD,061101424,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,HARTFORD,061062528,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW BRITAIN,06050,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,STAMFORD,069055522,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,065152415,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065191612,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,GREENWICH,068304608,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW CANAAN,06840,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,NEW HAVEN,065116662,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,NEW HAVEN,065103221,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,06102,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,RIVERSIDE,068781426,CT,41.030093,-73.583719
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,STAMFORD,069027350,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,065113808,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,GAYLORDSVILLE,06755,CT,41.641723,-73.48096
INDIVIDUAL,CURRENT,HARTFORD,061062528,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,065191304,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WETHERSFIELD,06109,CT,41.702484,-72.669301
INDIVIDUAL,PRIOR DISCIPLINE,NEW LONDON,06320,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,PORTLAND,064801156,CT,41.577463,-72.619788
INDIVIDUAL,CURRENT,HARTFORD,061065521,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WATERBURY,06708,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,STAMFORD,069023602,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,DANBURY,068106031,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,HARTFORD,061065523,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,DANBURY,068114953,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,STAMFORD,069023602,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,STAMFORD,069051224,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,WATERBURY,06702,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,NEW HAVEN,065152035,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW CANAAN,068403812,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,06110,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NORWALK,068531123,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW LONDON,063204700,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,WETHERSFIELD,061094362,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,WEST HARTFORD,061171018,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,STAMFORD,069023602,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WETHERSFIELD,06109,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,PAWCATUCK,06379,CT,41.37389,-71.856422
INDIVIDUAL,CURRENT,GROTON,06340,CT,41.325054,-72.066862
INDIVIDUAL,CURRENT,NEW HAVEN,065112221,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,HARTFORD,061065523,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,DANBURY,068106099,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,DANBURY,068106099,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,06105,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,SHELTON,064846178,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,NEW BRITAIN,06053,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,NEW HAVEN,065115696,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,EAST HARTFORD,061083240,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,DANBURY,06810,CT,41.398741,-73.478103
INDIVIDUAL,PRIOR DISCIPLINE,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,WEST HARTFORD,06119,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,SHELTON,06484,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,WEST HARTFORD,061191505,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,065112114,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NORWALK,068531503,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,WATERBURY,06706,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,GREENWICH,068315205,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,RIDGEFIELD,06877,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,SHELTON,06484,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,HARTFORD,061063309,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,061028000,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,061063315,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06519,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,061063309,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,OLD GREENWICH,068701642,CT,41.020119,-73.567675
INDIVIDUAL,CURRENT,NEW HAVEN,065152733,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,TORRINGTON,067906101,CT,41.8342,-73.13147
INDIVIDUAL,CURRENT,MIDDLETOWN,064574747,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,RIDGEFIELD,068774304,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,HARTFORD,06120,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,06520,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,SOUTHPORT,068901169,CT,41.13494,-73.287125
INDIVIDUAL,CURRENT,HARTFORD,061065526,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WEST HARTFORD,06110,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,RIDGEFIELD,068775526,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,SHELTON,064847621,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,STAMFORD,06903,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW BRITAIN,060522016,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,NEW HAVEN,065191304,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,SHELTON,064845352,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,STAMFORD,069024523,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,061065527,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,061063309,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,STAMFORD,06903,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,06519,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,069025967,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WEST HARTFORD,061172926,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,06103,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,06103,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,061062404,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW CANAAN,068405325,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WEST HARTFORD,061072110,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,WEST HARTFORD,061073344,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,MYSTIC,06355,CT,41.355976,-71.955882
INDIVIDUAL,CURRENT,WATERBURY,06708,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,NORTH HAVEN,064732941,CT,41.381465,-72.856371
INDIVIDUAL,CURRENT,WEATOGUE,060899680,CT,41.847241,-72.829769
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,WATERBURY,06710,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,EAST HAVEN,065123520,CT,41.293453,-72.858994
INDIVIDUAL,CURRENT,RIDGEFIELD,06877,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,STAMFORD,069034829,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,STAMFORD,069055513,CT,41.079611,-73.54608
INDIVIDUAL,PRIOR DISCIPLINE,MANSFIELD CENTER,062501682,CT,41.767096,-72.186811
INDIVIDUAL,CURRENT,MANCHESTER,060406064,CT,41.77963,-72.520157
INDIVIDUAL,CURRENT,SHARON,060692096,CT,41.879026,-73.46163
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW MILFORD,06776,CT,41.580295,-73.403934
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,BRIDGEPORT,06610,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,NEW CANAAN,068403733,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,HARTFORD,06102,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,GREENWICH,068306733,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,NEW HAVEN,06520,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,ORANGE,064772408,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,NORWICH,063602740,CT,41.548006,-72.089454
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,GROTON,063404289,CT,41.325054,-72.066862
INDIVIDUAL,CURRENT,HARTFORD,06105,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,RIVERSIDE,06878,CT,41.030093,-73.583719
INDIVIDUAL,CURRENT,NEW HAVEN,065103206,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW BRITAIN,060515006,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,065191362,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW LONDON,063204975,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,GREENWICH,06831,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,WEST HARTFORD,06110,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,HARTFORD,061052301,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,ORANGE,06477,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,RIVERSIDE,06878,CT,41.030093,-73.583719
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,NIANTIC,063571002,CT,41.316749,-72.199878
INDIVIDUAL,CURRENT,NEW HAVEN,065103206,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06513,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,EAST HARTFORD,06108,CT,41.760695,-72.607646
INDIVIDUAL,CURRENT,ORANGE,06477,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WETHERSFIELD,061092717,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NORTH GRANBY,06060,CT,42.015989,-72.843177
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,OLD GREENWICH,06870,CT,41.020119,-73.567675
INDIVIDUAL,CURRENT,HARTFORD,061063315,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,SHELTON,06484,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065103206,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,061028000,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,06105,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,MANCHESTER,06042,CT,41.77963,-72.520157
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,061062555,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,WEST HARTFORD,06119,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW CANAAN,06840,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,STAMFORD,069054023,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WEST HARTFORD,06117,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,DANBURY,068104146,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,NEW HAVEN,065103218,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065048901,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW BRITAIN,060522016,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065191625,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,DERBY,064181326,CT,41.326124,-73.082574
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,DANBURY,068106099,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,DANBURY,068106099,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,ORANGE,06477,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,DANBURY,068106099,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,WATERBURY,067042364,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,NIANTIC,06357,CT,41.316749,-72.199878
INDIVIDUAL,CURRENT,WEST SIMSBURY,06092,CT,41.87573,-72.845071
INDIVIDUAL,CURRENT,ORANGE,064771436,CT,41.284951,-73.024637
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NORWICH,06360,CT,41.548006,-72.089454
INDIVIDUAL,CURRENT,WEST HARTFORD,061172012,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WATERFORD,06385,CT,41.346273,-72.129342
INDIVIDUAL,CURRENT,GROTON,063408942,CT,41.325054,-72.066862
INDIVIDUAL,CURRENT,NEW LONDON,063204974,CT,41.332957,-72.096176
INDIVIDUAL,CURRENT,GALES FERRY,06335,CT,41.421722,-72.084501
INDIVIDUAL,CURRENT,NEW BRITAIN,06052,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,BRIDGEPORT,066041146,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,MIDDLETOWN,064573647,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,SOUTHPORT,06890,CT,41.13494,-73.287125
INDIVIDUAL,CURRENT,NEW HAVEN,065115593,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WATERBURY,06702,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,PUTNAM,06260,CT,41.916752,-71.910703
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,BRISTOL,06010,CT,41.681578,-72.940749
INDIVIDUAL,CURRENT,DANBURY,06811,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,NEW HAVEN,06515,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,EAST HAVEN,06512,CT,41.293453,-72.858994
INDIVIDUAL,CURRENT,NEW HAVEN,06513,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,MIDDLETOWN,064574747,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,GREENWICH,068306088,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,SHELTON,064846416,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,STAMFORD,06902,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,DANBURY,068106019,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,BRIDGEPORT,06606,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,NEWINGTON,06111,CT,41.686993,-72.730839
INDIVIDUAL,CURRENT,NEW HAVEN,065208022,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,RIDGEFIELD,06877,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,GREENWICH,06831,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,WATERTOWN,067953356,CT,41.601155,-73.121468
INDIVIDUAL,CURRENT,RIDGEFIELD,06877,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,NEW MILFORD,06776,CT,41.580295,-73.403934
INDIVIDUAL,CURRENT,SHELTON,06484,CT,41.304577,-73.139215
INDIVIDUAL,CURRENT,HARTFORD,061062528,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,STAMFORD,06901,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,065115991,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,RIDGEFIELD,068774102,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,SANDY HOOK,06482,CT,41.409,-73.24263
INDIVIDUAL,CURRENT,HARTFORD,061121548,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,STAMFORD,069012818,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,MANCHESTER,060421770,CT,41.77963,-72.520157
INDIVIDUAL,CURRENT,NEW HAVEN,06520,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,RIVERSIDE,068781612,CT,41.030093,-73.583719
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,061065529,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,065208028,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,069055340,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,DANBURY,068106099,CT,41.398741,-73.478103
INDIVIDUAL,CURRENT,MIDDLETOWN,06457,CT,41.548611,-72.656784
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,065191625,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,061051208,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,06519,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HARTFORD,061073323,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,WILLIMANTIC,06226,CT,41.716557,-72.211733
INDIVIDUAL,CURRENT,NORWALK,068515726,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,GREENWICH,06830,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,WATERFORD,063851138,CT,41.346273,-72.129342
INDIVIDUAL,CURRENT,WESTON,06883,CT,41.203236,-73.378781
INDIVIDUAL,CURRENT,STAMFORD,069022693,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW CANAAN,068404903,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,BROOKLYN,06234,CT,41.789746,-71.954775
INDIVIDUAL,CURRENT,HARTFORD,061063322,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,HARTFORD,061065529,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW BRITAIN,06052,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,MANSFIELD CENTER,06250,CT,41.767096,-72.186811
INDIVIDUAL,CURRENT,WATERBURY,06708,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,GREENWICH,06831,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,STAMFORD,06901,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,HARTFORD,06106,CT,41.765933,-72.681579
INDIVIDUAL,CURRENT,NEW HAVEN,06511,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,NEW HAVEN,065114660,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,STAMFORD,069012328,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,GREENWICH,068304840,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,NEW HAVEN,065103220,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,BRIDGEPORT,066064201,CT,41.187393,-73.195757
INDIVIDUAL,CURRENT,NEW BRITAIN,060522016,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,NEW CANAAN,06840,CT,41.141703,-73.490141
INDIVIDUAL,CURRENT,STAMFORD,06830,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WETHERSFIELD,06109,CT,41.702484,-72.669301
INDIVIDUAL,CURRENT,NEW MILFORD,06776,CT,41.580295,-73.403934
INDIVIDUAL,PRIOR DISCIPLINE,STAMFORD,069055546,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,STAMFORD,069021232,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,RIDGEFIELD,06877,CT,41.269688,-73.492611
INDIVIDUAL,CURRENT,STAMFORD,06905,CT,41.079611,-73.54608
INDIVIDUAL,CURRENT,GREENWICH,06831,CT,41.027773,-73.626931
INDIVIDUAL,CURRENT,NEW HAVEN,06510,CT,41.310809,-72.924953
INDIVIDUAL,CURRENT,WEST HAVEN,06516,CT,41.272121,-72.967497
INDIVIDUAL,CURRENT,NEW MILFORD,06776,CT,41.580295,-73.403934
INDIVIDUAL,CURRENT,NEW BRITAIN,06053,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,NEW BRITAIN,06053,CT,41.676555,-72.786161
INDIVIDUAL,CURRENT,DERBY,06047,CT,41.326124,-73.082574
INDIVIDUAL,CURRENT,WEST HARTFORD,06107,CT,41.766568,-72.754944
INDIVIDUAL,CURRENT,NORWALK,06856,CT,41.092739,-73.419796
INDIVIDUAL,CURRENT,WATERBURY,067083346,CT,41.5585,-73.036685
INDIVIDUAL,CURRENT,TORRINGTON,06790,CT,41.8342,-73.13147
INDIVIDUAL,CURRENT,HARTFORD,06102,CT,41.765933,-72.681579
